1,118.44538600,37.42827113,118.39467710,37.49131750,15927.0000,1194.0000
2,118.44538600,37.42827113,118.44033280,37.56189068,19229.0000,1268.0000
3,118.44538600,37.42827113,118.43931210,37.56348549,19502.0000,1287.0000
4,118.44538600,37.42827113,118.53807950,37.53500687,17776.0000,1688.0000
5,118.44538600,37.42827113,118.53840350,37.53668886,17772.0000,1677.0000
6,118.44538600,37.42827113,118.55884970,37.58613875,24171.0000,2181.0000
7,118.44438870,37.42867122,118.39467710,37.49131750,16154.0000,1238.0000
8,118.44438870,37.42867122,118.44033280,37.56189068,19456.0000,1319.0000
9,118.44438870,37.42867122,118.43931210,37.56348549,19729.0000,1338.0000
10,118.44438870,37.42867122,118.53807950,37.53500687,18003.0000,1719.0000
11,118.44438870,37.42867122,118.53840350,37.53668886,17999.0000,1708.0000
12,118.44438870,37.42867122,118.55884970,37.58613875,24398.0000,2212.0000
13,118.44538680,37.42927165,118.39467710,37.49131750,15926.0000,1182.0000
14,118.44538680,37.42927165,118.44033280,37.56189068,19228.0000,1256.0000
15,118.44538680,37.42927165,118.43931210,37.56348549,19501.0000,1275.0000
16,118.44538680,37.42927165,118.53807950,37.53500687,17775.0000,1682.0000
17,118.44538680,37.42927165,118.53840350,37.53668886,17771.0000,1671.0000
18,118.44538680,37.42927165,118.55884970,37.58613875,24170.0000,2175.0000
19,118.43542410,37.43202799,118.39467710,37.49131750,18698.0000,1541.0000
20,118.43542410,37.43202799,118.44033280,37.56189068,20779.0000,1443.0000
21,118.43542410,37.43202799,118.43931210,37.56348549,21052.0000,1463.0000
22,118.43542410,37.43202799,118.53807950,37.53500687,19326.0000,1825.0000
23,118.43542410,37.43202799,118.53840350,37.53668886,19322.0000,1814.0000
24,118.43542410,37.43202799,118.55884970,37.58613875,25721.0000,2318.0000
25,118.43741690,37.43394567,118.39467710,37.49131750,16128.0000,1265.0000
26,118.43741690,37.43394567,118.44033280,37.56189068,19430.0000,1346.0000
27,118.43741690,37.43394567,118.43931210,37.56348549,19703.0000,1365.0000
28,118.43741690,37.43394567,118.53807950,37.53500687,17977.0000,1743.0000
29,118.43741690,37.43394567,118.53840350,37.53668886,17973.0000,1732.0000
30,118.43741690,37.43394567,118.55884970,37.58613875,24372.0000,2236.0000
31,118.32931660,37.43347721,118.39467710,37.49131750,13069.0000,1154.0000
32,118.32931660,37.43347721,118.44033280,37.56189068,21278.0000,1661.0000
33,118.32931660,37.43347721,118.43931210,37.56348549,21051.0000,1612.0000
34,118.32931660,37.43347721,118.53807950,37.53500687,32073.0000,2647.0000
35,118.32931660,37.43347721,118.53840350,37.53668886,32069.0000,2636.0000
36,118.32931660,37.43347721,118.55884970,37.58613875,33581.0000,2420.0000
37,118.32931660,37.43357727,118.39467710,37.49131750,13068.0000,1155.0000
38,118.32931660,37.43357727,118.44033280,37.56189068,21277.0000,1662.0000
39,118.32931660,37.43357727,118.43931210,37.56348549,21050.0000,1613.0000
40,118.32931660,37.43357727,118.53807950,37.53500687,32072.0000,2648.0000
41,118.32931660,37.43357727,118.53840350,37.53668886,32068.0000,2637.0000
42,118.32931660,37.43357727,118.55884970,37.58613875,33580.0000,2421.0000
43,118.33132320,37.43387357,118.39467710,37.49131750,12888.0000,1129.0000
44,118.33132320,37.43387357,118.44033280,37.56189068,21097.0000,1637.0000
45,118.33132320,37.43387357,118.43931210,37.56348549,20870.0000,1587.0000
46,118.33132320,37.43387357,118.53807950,37.53500687,31892.0000,2618.0000
47,118.33132320,37.43387357,118.53840350,37.53668886,31888.0000,2607.0000
48,118.33132320,37.43387357,118.55884970,37.58613875,33400.0000,2395.0000
49,118.44240030,37.43567189,118.39467710,37.49131750,15505.0000,1196.0000
50,118.44240030,37.43567189,118.44033280,37.56189068,18807.0000,1269.0000
51,118.44240030,37.43567189,118.43931210,37.56348549,19080.0000,1288.0000
52,118.44240030,37.43567189,118.53807950,37.53500687,17354.0000,1677.0000
53,118.44240030,37.43567189,118.53840350,37.53668886,17350.0000,1666.0000
54,118.44240030,37.43567189,118.55884970,37.58613875,23749.0000,2170.0000
55,118.32731260,37.43467794,118.39467710,37.49131750,13333.0000,1192.0000
56,118.32731260,37.43467794,118.44033280,37.56189068,21542.0000,1700.0000
57,118.32731260,37.43467794,118.43931210,37.56348549,21315.0000,1650.0000
58,118.32731260,37.43467794,118.53807950,37.53500687,32337.0000,2713.0000
59,118.32731260,37.43467794,118.53840350,37.53668886,32333.0000,2702.0000
60,118.32731260,37.43467794,118.55884970,37.58613875,33845.0000,2458.0000
61,118.33936190,37.43562308,118.39467710,37.49131750,12248.0000,1049.0000
62,118.33936190,37.43562308,118.44033280,37.56189068,20457.0000,1556.0000
63,118.33936190,37.43562308,118.43931210,37.56348549,20230.0000,1507.0000
64,118.33936190,37.43562308,118.53807950,37.53500687,27084.0000,2426.0000
65,118.33936190,37.43562308,118.53840350,37.53668886,27080.0000,2415.0000
66,118.33936190,37.43562308,118.55884970,37.58613875,32760.0000,2314.0000
